Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CarInsurance
3044,54,blue-collar,married,primary,No,433,Yes,No,cellular,20,apr,5,-1,0,No
3045,25,services,single,secondary,No,2311,No,Yes,cellular,21,jul,2,-1,0,Yes
3047,52,unemployed,divorced,secondary,No,230,No,No,cellular,24,dec,2,-1,0,Yes
3048,34,management,single,tertiary,No,26575,No,No,cellular,18,nov,1,-1,0,No
3049,27,management,single,tertiary,No,338,No,Yes,cellular,7,jul,1,-1,0,No
3051,35,blue-collar,married,tertiary,No,5271,Yes,No,cellular,14,apr,2,-1,0,No
3052,33,blue-collar,married,secondary,No,315,No,No,cellular,4,feb,3,-1,0,Yes
3053,36,services,single,secondary,No,1227,Yes,Yes,cellular,4,may,5,341,3,Yes
3054,38,management,married,secondary,No,336,Yes,No,cellular,20,apr,3,-1,0,No
3055,46,technician,married,secondary,No,3434,No,Yes,cellular,27,feb,1,-1,0,Yes
3057,33,technician,divorced,secondary,No,488,No,No,cellular,5,aug,2,-1,0,No
3059,32,blue-collar,single,primary,No,60,Yes,No,cellular,28,jul,2,-1,0,No
3060,37,management,married,tertiary,No,255,No,No,cellular,24,feb,2,183,10,Yes
3061,39,services,single,secondary,No,1048,Yes,No,cellular,15,jun,1,32,1,No
3063,49,technician,married,secondary,No,0,Yes,Yes,cellular,21,jul,1,-1,0,No
3064,54,blue-collar,divorced,primary,No,10374,Yes,No,cellular,20,nov,2,189,2,No
3065,36,technician,married,tertiary,No,911,Yes,Yes,cellular,25,may,2,21,3,Yes
3066,52,management,married,tertiary,No,1453,No,No,telephone,29,jul,21,-1,0,No
3067,55,housemaid,divorced,tertiary,No,1241,No,No,cellular,21,nov,7,154,5,No
3068,81,retired,divorced,primary,No,949,No,No,cellular,27,sep,2,280,1,Yes
3069,47,technician,married,secondary,No,-107,No,No,cellular,8,jul,2,-1,0,No
3070,35,housemaid,divorced,secondary,No,39,No,No,cellular,31,jul,2,-1,0,No
3071,24,blue-collar,single,primary,No,388,Yes,No,cellular,15,may,2,-1,0,No
3072,35,self-employed,married,tertiary,No,3698,Yes,No,cellular,5,mar,1,-1,0,Yes
3074,38,technician,single,secondary,No,61,Yes,No,cellular,13,may,1,359,8,No
3075,46,services,married,secondary,No,244,No,No,cellular,21,aug,2,-1,0,No
3076,33,blue-collar,married,secondary,No,1130,Yes,No,cellular,7,apr,1,-1,0,No
3077,27,technician,single,secondary,No,218,Yes,No,cellular,14,may,2,352,1,No
3078,47,services,married,secondary,No,223,No,No,cellular,15,may,2,-1,0,No
3079,51,housemaid,married,primary,No,605,No,No,cellular,28,aug,14,-1,0,No
3081,33,blue-collar,married,primary,No,3512,Yes,No,cellular,19,nov,1,183,2,No
3082,42,blue-collar,single,secondary,No,583,No,No,cellular,28,jan,3,-1,0,No
3083,26,services,married,secondary,No,0,Yes,No,cellular,18,may,4,-1,0,No
3084,54,technician,married,secondary,No,0,No,No,cellular,6,nov,5,192,8,Yes
3085,35,management,single,tertiary,No,5958,Yes,No,cellular,22,mar,1,-1,0,Yes
3087,42,blue-collar,married,secondary,No,2717,Yes,Yes,cellular,20,apr,2,270,2,No
3088,58,management,married,tertiary,No,361,No,No,cellular,14,aug,2,-1,0,No
3089,55,retired,married,primary,No,3876,No,No,cellular,21,nov,1,-1,0,No
3090,45,blue-collar,divorced,primary,No,-207,No,No,cellular,15,jul,2,-1,0,Yes
3092,25,blue-collar,single,secondary,No,1857,Yes,No,cellular,12,oct,1,91,12,Yes
3093,27,services,single,secondary,No,302,No,No,cellular,8,jan,1,189,1,No
3094,59,retired,single,secondary,No,2,No,No,telephone,2,feb,1,-1,0,Yes
3095,38,management,divorced,tertiary,No,4335,Yes,No,cellular,18,may,7,179,1,No
3096,40,services,married,secondary,No,1293,Yes,No,cellular,13,apr,3,-1,0,No
3097,32,management,single,tertiary,No,229,Yes,No,cellular,18,may,1,-1,0,No
3098,32,services,single,secondary,No,6983,No,No,cellular,7,aug,1,-1,0,Yes
3099,42,admin.,divorced,secondary,No,2129,No,No,cellular,13,aug,1,182,2,Yes
3100,38,blue-collar,divorced,secondary,No,0,Yes,No,cellular,21,oct,1,183,4,Yes
3101,76,retired,married,tertiary,No,2991,No,No,cellular,22,oct,1,183,1,Yes
3102,53,management,married,tertiary,No,3634,No,No,cellular,7,may,4,88,8,Yes
3103,54,technician,married,secondary,No,1076,No,No,cellular,28,jan,1,-1,0,No
3106,35,management,married,tertiary,No,3889,Yes,No,cellular,19,nov,2,-1,0,No
3109,29,blue-collar,divorced,secondary,No,291,Yes,No,cellular,20,apr,2,-1,0,No
3110,58,retired,married,secondary,No,195,No,No,cellular,2,feb,1,-1,0,No
3111,29,blue-collar,married,secondary,No,339,Yes,No,cellular,15,may,3,354,2,No
3112,31,admin.,single,secondary,No,0,Yes,No,cellular,7,may,2,295,2,Yes
3115,50,blue-collar,married,primary,No,4108,Yes,No,cellular,7,aug,2,-1,0,Yes
3116,34,blue-collar,married,primary,No,-1,Yes,No,cellular,18,may,6,355,1,Yes
3119,38,self-employed,single,tertiary,No,5774,Yes,No,cellular,15,may,4,359,5,Yes
3120,35,blue-collar,single,primary,No,-4,Yes,No,cellular,18,may,1,-1,0,No
3121,36,blue-collar,married,secondary,No,1550,No,No,cellular,31,jul,3,-1,0,No
3125,60,blue-collar,married,tertiary,No,759,No,No,cellular,8,aug,2,-1,0,No
3126,52,housemaid,married,primary,No,618,Yes,Yes,cellular,10,aug,2,102,2,No
3127,34,technician,single,tertiary,No,228,Yes,No,cellular,22,jul,4,-1,0,No
3130,43,unemployed,married,tertiary,No,0,No,No,cellular,16,jul,1,281,1,Yes
3131,30,technician,married,tertiary,No,-340,Yes,Yes,telephone,30,jul,8,-1,0,No
3132,49,admin.,divorced,secondary,No,1718,No,Yes,cellular,5,aug,1,-1,0,Yes
3134,47,management,married,tertiary,No,4386,Yes,No,telephone,23,jul,1,-1,0,No
3135,31,unemployed,married,secondary,No,6,No,No,cellular,4,jun,4,-1,0,Yes
3136,28,student,single,secondary,No,196,No,No,cellular,2,jul,3,-1,0,Yes
3137,38,management,married,tertiary,No,1477,No,No,cellular,15,sep,3,769,2,Yes
3138,31,management,married,tertiary,No,3160,Yes,No,cellular,26,apr,2,-1,0,Yes
3139,28,housemaid,single,secondary,No,781,Yes,No,cellular,17,apr,1,-1,0,No
3141,26,student,single,tertiary,No,1134,No,No,cellular,21,apr,4,-1,0,Yes
3143,46,management,married,tertiary,No,1600,Yes,Yes,cellular,11,aug,1,-1,0,Yes
3144,66,retired,married,tertiary,No,1948,No,No,cellular,28,jan,1,91,4,Yes
3146,56,management,married,tertiary,No,363,No,No,cellular,2,feb,1,-1,0,No
3147,59,management,married,tertiary,No,281,No,No,cellular,8,jul,2,-1,0,No
3148,25,blue-collar,single,secondary,No,1857,Yes,No,cellular,13,apr,4,187,6,Yes
3150,29,blue-collar,married,secondary,No,580,Yes,Yes,cellular,17,apr,2,-1,0,Yes
3151,25,admin.,single,tertiary,No,760,Yes,No,cellular,27,may,3,89,2,Yes
3153,34,management,married,tertiary,No,3301,Yes,No,cellular,17,jun,2,227,4,Yes
3154,47,technician,single,secondary,No,-239,Yes,Yes,cellular,7,jul,3,-1,0,Yes
3155,53,management,married,tertiary,No,618,No,No,cellular,11,aug,2,-1,0,No
3157,33,blue-collar,married,secondary,No,705,Yes,No,cellular,14,may,2,-1,0,No
3158,35,management,divorced,tertiary,No,146,No,No,cellular,6,aug,2,-1,0,Yes
3160,29,technician,single,secondary,No,316,Yes,No,cellular,3,mar,1,-1,0,Yes
3162,61,retired,married,secondary,No,1853,No,No,telephone,10,aug,1,181,2,Yes
3163,31,services,married,secondary,Yes,29,No,No,cellular,21,nov,3,-1,0,No
3164,41,admin.,single,secondary,No,-109,Yes,Yes,cellular,11,may,1,370,1,Yes
3165,39,admin.,married,secondary,No,2319,No,No,cellular,7,jul,1,-1,0,No
3166,34,technician,married,tertiary,No,197,No,No,cellular,20,aug,3,-1,0,Yes
3167,49,blue-collar,married,secondary,No,1946,No,No,cellular,19,oct,1,95,1,Yes
3168,35,entrepreneur,single,tertiary,No,145,Yes,No,cellular,18,jul,2,-1,0,Yes
3169,33,blue-collar,married,secondary,No,0,Yes,Yes,cellular,31,jul,43,-1,0,No
3170,43,technician,married,secondary,No,481,No,No,cellular,20,aug,2,-1,0,No
3174,60,technician,married,secondary,No,10925,No,No,cellular,23,oct,3,185,1,Yes
3176,39,management,married,primary,No,3760,No,Yes,cellular,17,jul,1,-1,0,No
3177,30,services,married,secondary,No,7032,No,No,cellular,17,jul,1,-1,0,No
3178,33,unemployed,single,tertiary,No,685,Yes,No,cellular,2,feb,1,96,2,No
3180,46,technician,married,secondary,No,1167,Yes,No,cellular,21,nov,2,-1,0,Yes
3182,26,admin.,single,secondary,No,766,No,No,cellular,15,oct,2,-1,0,Yes
3183,48,housemaid,married,primary,No,332,Yes,No,cellular,1,jun,1,-1,0,No
3184,37,housemaid,married,primary,No,2410,No,No,cellular,4,aug,1,-1,0,No
3185,38,admin.,single,secondary,No,2600,Yes,No,cellular,19,nov,1,-1,0,No
3186,30,technician,single,secondary,No,1395,Yes,No,cellular,15,may,2,354,1,No
3187,48,management,married,tertiary,No,1,No,No,telephone,10,nov,1,-1,0,Yes
3188,59,management,married,tertiary,No,553,Yes,No,cellular,7,jul,3,-1,0,Yes
3189,59,retired,married,primary,No,363,No,No,cellular,30,apr,1,-1,0,Yes
3190,59,technician,married,secondary,No,2308,No,No,cellular,30,apr,1,87,1,Yes
3193,55,entrepreneur,married,secondary,No,27624,No,No,telephone,3,jun,1,-1,0,Yes
3194,38,technician,married,secondary,No,300,No,No,cellular,29,aug,5,-1,0,No
3196,19,student,single,secondary,No,329,No,No,cellular,30,apr,1,190,2,Yes
3197,51,management,married,tertiary,Yes,0,No,Yes,cellular,29,jul,6,-1,0,No
3198,32,blue-collar,married,secondary,No,1905,Yes,No,cellular,16,jul,2,-1,0,Yes
3200,39,entrepreneur,married,secondary,No,5562,No,No,cellular,20,nov,3,-1,0,No
3201,80,retired,divorced,primary,No,5861,No,No,telephone,26,apr,8,-1,0,No
3202,42,technician,married,secondary,No,2152,No,No,cellular,30,mar,2,181,2,No
3203,57,blue-collar,married,secondary,No,1316,No,No,cellular,28,jan,2,182,5,No
3204,54,blue-collar,divorced,primary,No,4401,No,No,telephone,13,may,1,183,2,Yes
3205,48,entrepreneur,married,secondary,No,0,Yes,No,cellular,11,may,3,-1,0,No
3206,62,retired,married,primary,No,383,No,No,cellular,10,sep,1,-1,0,No
3208,43,blue-collar,single,primary,No,0,No,No,cellular,9,jul,1,-1,0,Yes
3209,59,blue-collar,married,primary,No,3062,Yes,No,cellular,14,aug,2,-1,0,No
3210,39,blue-collar,single,primary,No,0,Yes,Yes,cellular,13,may,5,-1,0,Yes
3212,35,management,single,tertiary,No,3576,Yes,No,cellular,19,aug,1,-1,0,No
3214,29,management,single,tertiary,No,1388,Yes,No,cellular,15,may,3,-1,0,No
3215,56,retired,married,tertiary,No,5,No,No,cellular,23,jul,3,-1,0,No
3217,52,technician,married,secondary,No,2944,No,No,cellular,22,aug,18,-1,0,No
3218,35,blue-collar,married,primary,No,623,Yes,No,cellular,6,may,2,-1,0,No
3219,35,management,married,tertiary,No,3168,No,No,cellular,22,aug,30,-1,0,No
3220,27,management,single,tertiary,No,107,No,No,cellular,18,oct,3,-1,0,Yes
3223,36,admin.,single,secondary,No,9002,Yes,Yes,cellular,10,jul,1,-1,0,No
3224,25,blue-collar,single,secondary,No,2007,No,No,cellular,12,jan,2,-1,0,Yes
3225,36,admin.,single,tertiary,No,364,No,Yes,cellular,31,aug,1,123,1,Yes
3226,34,services,single,secondary,No,528,Yes,No,cellular,2,sep,3,100,5,Yes
3227,49,blue-collar,married,secondary,No,1264,No,No,cellular,8,aug,3,-1,0,No
3228,54,retired,divorced,tertiary,No,3076,No,No,cellular,27,may,2,-1,0,Yes
3229,43,admin.,single,secondary,No,733,Yes,No,cellular,21,aug,1,88,4,Yes
3230,59,retired,married,primary,No,-182,No,Yes,cellular,25,jul,1,-1,0,No
3231,37,management,single,tertiary,No,254,No,No,cellular,19,oct,1,-1,0,No
3232,32,admin.,divorced,secondary,No,714,No,No,cellular,2,feb,1,-1,0,No
3233,33,blue-collar,married,secondary,No,687,Yes,No,cellular,14,may,2,370,1,No
3234,38,blue-collar,married,primary,No,481,Yes,No,telephone,12,may,5,-1,0,No
3235,35,admin.,married,secondary,No,898,Yes,No,cellular,9,apr,1,-1,0,Yes
3236,32,management,single,tertiary,No,2974,Yes,No,cellular,24,apr,1,4,1,Yes
3237,26,technician,single,secondary,No,33,No,No,cellular,23,jul,7,-1,0,No
3238,45,technician,married,secondary,No,297,No,No,cellular,28,jan,2,-1,0,No
3239,46,blue-collar,married,primary,No,101,Yes,No,cellular,11,may,1,364,5,No
3240,59,retired,divorced,secondary,No,5583,Yes,No,cellular,30,apr,1,-1,0,Yes
3241,36,services,single,secondary,No,0,Yes,No,cellular,12,may,6,-1,0,Yes
3242,48,technician,divorced,secondary,No,94,Yes,No,cellular,12,may,2,-1,0,No
3243,27,blue-collar,married,primary,No,202,No,Yes,cellular,22,jul,1,-1,0,No
3245,51,admin.,married,tertiary,No,1463,Yes,No,telephone,23,jul,1,-1,0,No
3246,37,services,married,secondary,No,775,No,No,cellular,14,aug,2,-1,0,Yes
3247,29,services,single,secondary,No,184,No,No,cellular,14,jul,3,-1,0,No
3248,57,retired,married,secondary,No,5313,No,No,cellular,3,jun,1,-1,0,Yes
3249,50,management,divorced,secondary,No,458,No,No,cellular,3,feb,3,-1,0,No
3250,34,blue-collar,married,tertiary,No,748,Yes,Yes,cellular,6,may,1,-1,0,No
3251,25,technician,single,tertiary,No,1231,No,No,cellular,31,aug,2,-1,0,Yes
3253,34,management,single,tertiary,No,682,No,No,cellular,27,aug,3,-1,0,No
3255,33,admin.,married,secondary,No,89,No,No,telephone,10,jul,3,-1,0,No
3256,47,services,married,secondary,No,49,Yes,No,cellular,18,may,4,-1,0,No
3257,48,blue-collar,married,secondary,No,1230,Yes,No,cellular,12,nov,1,196,2,Yes
3258,51,self-employed,divorced,primary,No,10924,No,No,cellular,6,may,2,-1,0,No
3260,39,housemaid,divorced,primary,No,239,No,No,cellular,29,aug,2,-1,0,No
3261,52,admin.,divorced,secondary,No,121,Yes,No,cellular,24,jul,2,-1,0,No
3262,32,technician,married,secondary,No,150,No,Yes,cellular,7,aug,2,-1,0,No
3263,27,self-employed,single,tertiary,No,970,Yes,No,cellular,13,feb,2,-1,0,No
3265,32,services,single,secondary,No,2615,No,No,cellular,19,nov,1,-1,0,Yes
3266,53,blue-collar,married,secondary,No,1777,Yes,No,cellular,21,nov,5,154,1,Yes
3267,36,technician,single,secondary,No,351,No,No,cellular,25,aug,3,-1,0,No
3268,80,retired,married,primary,No,1468,No,No,cellular,13,jan,3,-1,0,Yes
3270,43,self-employed,married,tertiary,No,3003,No,No,cellular,8,aug,3,-1,0,No
3271,31,management,single,tertiary,No,147,No,No,cellular,9,mar,1,181,2,Yes
3273,40,unemployed,divorced,secondary,No,1694,No,No,cellular,12,aug,6,-1,0,Yes
3274,29,student,single,secondary,No,459,No,No,cellular,15,dec,3,189,19,Yes
3275,34,technician,single,secondary,No,2085,No,No,cellular,10,aug,3,182,2,Yes
3276,49,blue-collar,divorced,primary,No,235,No,No,cellular,29,jan,1,-1,0,No
3277,32,management,single,tertiary,No,520,No,No,cellular,3,feb,2,-1,0,Yes
3279,26,admin.,single,secondary,No,1099,No,No,cellular,15,jan,2,225,13,No
3281,35,management,single,secondary,No,3384,Yes,No,cellular,31,jul,2,-1,0,No
3282,31,management,married,secondary,No,0,No,No,cellular,11,aug,1,-1,0,Yes
3284,42,services,married,tertiary,No,4216,No,No,cellular,12,jun,2,-1,0,Yes
3286,44,self-employed,single,tertiary,No,1367,Yes,No,cellular,13,apr,3,146,1,Yes
3288,41,self-employed,divorced,tertiary,No,1256,No,No,telephone,9,feb,3,-1,0,No
3290,31,student,single,tertiary,No,64,No,No,cellular,2,jun,2,-1,0,Yes
3292,31,management,married,tertiary,No,4328,No,No,cellular,12,oct,4,165,14,Yes
3293,45,admin.,married,secondary,No,248,No,No,cellular,16,jul,2,-1,0,No
3294,46,management,married,tertiary,No,1375,Yes,No,cellular,17,nov,3,-1,0,No
3295,31,admin.,married,secondary,No,223,No,No,cellular,6,may,1,-1,0,No
3296,55,blue-collar,married,secondary,No,2854,Yes,No,cellular,7,may,1,-1,0,No
3297,30,admin.,married,secondary,No,874,Yes,No,cellular,22,jul,2,-1,0,No
3298,32,technician,divorced,secondary,No,-262,Yes,No,telephone,28,aug,24,-1,0,No
3300,30,services,married,secondary,No,5,No,Yes,cellular,10,jul,5,-1,0,Yes
3302,34,self-employed,married,tertiary,No,442,Yes,No,cellular,30,apr,1,164,2,No
3303,57,housemaid,married,primary,No,1303,No,No,cellular,25,aug,4,-1,0,No
3304,34,admin.,divorced,secondary,No,661,Yes,No,cellular,5,aug,2,183,10,Yes
3305,55,management,single,tertiary,No,43074,Yes,No,cellular,25,aug,6,-1,0,No
3307,39,management,married,tertiary,No,-17,Yes,Yes,cellular,28,aug,1,-1,0,Yes
3308,51,admin.,married,secondary,No,3025,No,No,cellular,7,may,1,352,1,Yes
3309,39,self-employed,married,secondary,No,266,No,No,cellular,11,may,2,-1,0,No
3310,32,blue-collar,married,secondary,No,-32,Yes,No,cellular,12,may,1,-1,0,No
3311,44,entrepreneur,married,tertiary,No,3463,Yes,Yes,cellular,28,jan,2,153,3,No
3312,46,blue-collar,married,secondary,No,0,No,No,cellular,14,aug,4,-1,0,No
3313,46,technician,married,secondary,No,363,Yes,No,cellular,6,aug,3,-1,0,No
3314,39,technician,single,secondary,No,1435,No,No,cellular,17,jun,1,296,19,Yes
3315,37,admin.,married,secondary,No,764,Yes,No,cellular,16,jul,5,-1,0,No
3316,26,admin.,single,secondary,No,81,No,Yes,cellular,10,jul,1,-1,0,No
3318,40,technician,married,secondary,No,232,No,No,cellular,29,jan,1,-1,0,No
3319,75,retired,married,secondary,No,468,No,No,telephone,24,jun,1,-1,0,No
3320,52,management,married,primary,Yes,57,Yes,Yes,cellular,20,nov,1,196,1,No
3321,49,blue-collar,married,primary,No,3,No,Yes,cellular,9,jul,6,-1,0,Yes
3323,34,blue-collar,single,tertiary,No,42,No,No,cellular,5,aug,1,-1,0,No
3324,57,technician,divorced,tertiary,No,126,No,No,telephone,4,jun,2,-1,0,Yes
3325,57,management,married,tertiary,No,830,Yes,Yes,cellular,8,may,1,367,1,Yes
3327,63,retired,married,secondary,No,2747,No,No,cellular,11,sep,1,80,1,No
3329,33,management,single,tertiary,Yes,-5,No,No,cellular,18,aug,4,-1,0,No
3330,32,admin.,divorced,secondary,No,2017,No,Yes,cellular,17,jul,1,-1,0,No
3331,37,admin.,single,secondary,No,0,No,No,cellular,23,oct,1,-1,0,No
3334,34,blue-collar,single,secondary,No,550,Yes,No,cellular,20,apr,3,346,1,No
3335,32,management,married,tertiary,No,2465,Yes,Yes,cellular,7,may,1,-1,0,Yes
3339,45,management,married,tertiary,No,242,No,No,cellular,30,apr,1,-1,0,Yes
3341,37,blue-collar,single,secondary,No,243,No,No,cellular,27,aug,10,-1,0,No
3342,34,admin.,single,secondary,No,892,Yes,No,cellular,21,nov,2,184,1,No
3344,52,technician,divorced,tertiary,No,0,No,No,cellular,19,aug,2,-1,0,No
3345,38,technician,married,secondary,No,2767,Yes,No,cellular,21,nov,2,-1,0,No
3347,67,retired,married,secondary,No,203,No,No,cellular,11,oct,1,266,2,Yes
3348,27,management,single,secondary,No,843,No,No,cellular,8,jan,1,-1,0,Yes
3349,45,management,divorced,secondary,No,644,Yes,No,cellular,19,nov,1,168,1,Yes
3350,38,blue-collar,single,secondary,No,1137,No,No,cellular,13,may,1,-1,0,No
3351,28,admin.,single,secondary,No,189,Yes,No,cellular,31,jul,2,-1,0,No
3352,26,technician,single,secondary,No,941,No,Yes,cellular,25,jul,1,-1,0,Yes
3353,37,entrepreneur,divorced,tertiary,No,66,No,No,cellular,18,nov,2,-1,0,Yes
3354,43,management,single,tertiary,No,-56,Yes,No,cellular,18,nov,2,151,14,No
3356,40,services,married,tertiary,No,35,No,No,cellular,3,jul,4,317,3,No
3357,41,technician,married,secondary,No,352,Yes,No,cellular,18,nov,2,-1,0,No
3359,29,blue-collar,single,secondary,No,734,Yes,Yes,cellular,30,apr,1,296,1,Yes
3361,57,self-employed,married,tertiary,No,894,Yes,No,cellular,18,nov,1,-1,0,No
3364,59,retired,married,secondary,No,1341,No,No,cellular,27,aug,2,97,1,No
3365,41,admin.,single,secondary,No,100,Yes,No,telephone,24,jul,2,-1,0,No
3368,25,management,single,tertiary,No,1098,Yes,Yes,cellular,8,jul,1,-1,0,No
3369,46,blue-collar,married,secondary,No,640,Yes,No,cellular,6,may,1,55,5,Yes
3370,34,management,single,tertiary,No,1612,No,No,cellular,27,aug,22,-1,0,No
3371,61,management,married,tertiary,No,997,No,No,cellular,10,mar,1,-1,0,Yes
3372,62,retired,married,secondary,No,816,No,No,cellular,1,sep,2,-1,0,No
3374,34,management,divorced,tertiary,No,0,No,No,cellular,21,aug,2,-1,0,No
3375,35,technician,married,secondary,No,1092,No,No,cellular,18,may,1,360,1,No
3376,26,unemployed,single,secondary,No,632,No,No,cellular,12,aug,3,181,1,Yes
3377,52,blue-collar,single,primary,No,0,No,No,cellular,15,jul,2,-1,0,No
3378,42,blue-collar,single,primary,No,22,Yes,No,cellular,14,may,4,365,1,No
3379,44,blue-collar,single,primary,No,38,Yes,No,cellular,5,may,4,-1,0,No
3380,31,blue-collar,married,secondary,No,268,Yes,No,cellular,20,nov,2,-1,0,No
3382,34,management,married,secondary,Yes,879,Yes,No,cellular,17,apr,1,344,1,Yes
3383,36,blue-collar,divorced,primary,No,666,Yes,No,cellular,11,may,1,-1,0,No
3385,37,management,single,tertiary,No,698,No,No,cellular,8,sep,2,-1,0,Yes
3388,40,blue-collar,single,primary,No,0,Yes,Yes,cellular,11,may,2,-1,0,No
3390,38,management,married,tertiary,No,238,No,No,cellular,4,aug,1,92,3,Yes
3391,63,management,married,tertiary,No,0,No,No,cellular,12,oct,2,182,6,No
3395,35,blue-collar,single,secondary,No,398,Yes,No,cellular,20,apr,1,-1,0,No
3396,32,management,single,tertiary,No,2069,No,No,cellular,22,apr,1,-1,0,Yes
3397,41,admin.,single,secondary,No,621,Yes,No,telephone,19,nov,1,-1,0,No
3398,41,admin.,married,secondary,No,120,No,Yes,cellular,8,jul,1,-1,0,No
3399,29,admin.,married,secondary,No,19,No,No,cellular,28,jan,1,-1,0,No
3401,31,management,single,tertiary,No,924,No,No,cellular,5,jun,2,98,1,Yes
3402,44,technician,married,secondary,No,-1317,Yes,No,cellular,2,feb,1,-1,0,No
3404,46,technician,married,secondary,No,-408,Yes,Yes,telephone,7,may,4,286,1,No
3405,45,management,married,secondary,No,724,Yes,Yes,cellular,7,aug,1,-1,0,No
3407,25,management,married,secondary,No,2228,Yes,No,cellular,23,jul,1,-1,0,Yes
3410,75,retired,married,secondary,No,1470,No,No,telephone,27,feb,1,-1,0,No
3411,46,technician,married,secondary,No,0,No,No,cellular,30,apr,1,259,2,Yes
3412,61,management,married,tertiary,No,997,No,No,cellular,22,jun,1,104,1,Yes
3413,33,student,married,secondary,No,1536,No,No,cellular,6,aug,2,178,4,Yes
3414,44,management,married,tertiary,No,7818,No,No,cellular,27,may,1,-1,0,Yes
3415,58,retired,married,secondary,No,-324,Yes,No,cellular,7,may,2,-1,0,No
3416,56,admin.,married,secondary,No,1671,No,No,cellular,28,may,2,-1,0,No
3417,47,management,married,tertiary,No,288,No,No,cellular,1,oct,1,-1,0,Yes
3420,33,management,single,tertiary,No,0,Yes,No,cellular,13,may,1,-1,0,Yes
3421,30,blue-collar,single,primary,No,0,No,No,cellular,15,jul,3,-1,0,Yes
3422,30,housemaid,single,tertiary,No,3185,Yes,No,cellular,30,dec,3,-1,0,No
3423,20,student,single,secondary,No,215,No,No,cellular,24,feb,1,92,6,Yes
3424,40,management,married,secondary,No,754,No,Yes,cellular,6,apr,1,-1,0,Yes
3425,32,services,single,secondary,No,152,Yes,No,cellular,25,may,2,-1,0,Yes
3426,26,services,single,tertiary,No,238,Yes,No,cellular,22,jul,3,-1,0,No
3427,31,management,single,tertiary,No,98,No,No,cellular,11,aug,2,-1,0,No
3429,70,housemaid,divorced,primary,No,1311,No,No,cellular,11,aug,1,-1,0,Yes
3432,35,management,married,tertiary,No,1133,Yes,No,cellular,3,nov,1,-1,0,Yes
3433,28,unemployed,married,primary,No,7459,Yes,No,cellular,2,feb,5,269,2,Yes
3434,18,student,single,primary,No,608,No,No,cellular,13,nov,1,93,1,Yes
3436,35,management,married,tertiary,No,925,No,No,cellular,8,jun,4,-1,0,Yes
3437,30,technician,single,tertiary,No,0,Yes,No,cellular,5,jul,1,424,8,Yes
3438,43,services,married,secondary,No,774,No,No,cellular,25,mar,1,421,1,Yes
3439,45,management,married,tertiary,No,385,No,Yes,cellular,31,jul,16,-1,0,No
3440,32,services,married,secondary,No,8043,Yes,No,cellular,21,nov,1,-1,0,No
3441,39,management,single,tertiary,No,2454,Yes,No,cellular,4,may,3,263,2,Yes
3443,37,technician,single,tertiary,No,-1,Yes,No,cellular,2,feb,2,200,7,No
3444,48,technician,married,secondary,Yes,295,No,Yes,cellular,17,nov,2,-1,0,No
3446,37,blue-collar,married,secondary,No,982,Yes,No,cellular,9,jul,2,-1,0,No
3447,39,technician,divorced,secondary,No,807,Yes,Yes,cellular,26,aug,6,-1,0,No
3448,30,blue-collar,married,secondary,No,913,Yes,Yes,cellular,19,nov,2,-1,0,No
3450,58,retired,married,secondary,No,2714,No,No,cellular,26,may,1,287,2,Yes
3451,25,self-employed,single,tertiary,No,42,Yes,No,cellular,3,mar,1,-1,0,Yes
3452,26,student,single,tertiary,No,193,No,No,cellular,3,apr,2,-1,0,No
3453,53,admin.,married,secondary,No,1661,Yes,Yes,cellular,17,nov,1,-1,0,No
3455,31,entrepreneur,divorced,secondary,No,290,Yes,No,cellular,13,apr,1,-1,0,No
3456,48,technician,single,secondary,No,-92,Yes,No,cellular,3,feb,1,-1,0,Yes
3457,31,management,divorced,tertiary,No,254,No,No,cellular,18,aug,8,-1,0,Yes
3459,35,self-employed,married,tertiary,No,1250,Yes,No,cellular,2,apr,1,136,1,No
3460,34,technician,divorced,tertiary,No,674,Yes,No,cellular,7,aug,2,-1,0,Yes
3461,29,blue-collar,married,secondary,No,1074,No,No,cellular,2,feb,1,-1,0,No
3462,53,management,married,tertiary,No,8627,No,No,cellular,10,feb,1,-1,0,No
3463,52,self-employed,single,secondary,No,207,No,Yes,cellular,18,nov,1,-1,0,No
3464,61,management,married,tertiary,No,6016,No,No,cellular,2,feb,3,-1,0,Yes
3465,39,self-employed,married,tertiary,No,-3058,Yes,Yes,cellular,17,apr,3,-1,0,Yes
3467,53,technician,married,secondary,No,6831,No,No,cellular,13,may,2,-1,0,Yes
3468,75,retired,divorced,primary,No,3881,Yes,No,cellular,4,feb,3,-1,0,Yes
3469,52,admin.,single,secondary,No,2398,Yes,No,cellular,3,nov,1,-1,0,Yes
3470,29,management,single,tertiary,No,697,No,No,cellular,4,feb,1,-1,0,Yes
3471,31,admin.,single,secondary,No,-1,Yes,No,cellular,15,may,1,352,1,No
3472,32,services,single,primary,No,-56,No,Yes,cellular,19,nov,1,-1,0,No
3473,53,admin.,divorced,secondary,No,-163,Yes,No,cellular,17,apr,2,343,2,No
3474,49,management,divorced,tertiary,No,651,No,Yes,cellular,6,aug,3,-1,0,No
